id_colab_periodo;id_colaborador;periodo;horas_contratadas;codigo_cargo;codigo_area
101053-201909;101053;201909;165;4K1171;A0139
101053-201910;101053;201910;171;4K1171;A0163
101053-201911;101053;201911;146;4K1171;A0163
101053-201912;101053;201912;99;4K1171;A0163
101053-202001;101053;202001;149;4K1171;A0163
101053-202002;101053;202002;130;5A1014;A0090
101053-202003;101053;202003;173;5A1014;A0090
101053-202004;101053;202004;55;5A1014;A0090
101053-202005;101053;202005;169;5A1014;A0090
101053-202006;101053;202006;192;5A1014;A0090
101054-201901;101054;201901;159;4K1531;A0162
101054-201902;101054;201902;57;4K1531;A0162
101054-201904;101054;201904;56;4K1531;A0162
101054-201905;101054;201905;115;4K1171;A0139
101054-201906;101054;201906;80;4K1171;A0139
101054-201907;101054;201907;80;4K1171;A0139
101054-201908;101054;201908;80;4K1171;A0139
101054-201909;101054;201909;102;4K1171;A0139
101054-201910;101054;201910;81;4K1171;A0163
101054-201911;101054;201911;176;4K1171;A0163
101054-201912;101054;201912;57;4K1171;A0163
101054-202001;101054;202001;136;4K1171;A0163
101054-202002;101054;202002;161;5A1014;A0090
101054-202003;101054;202003;129;5A1014;A0090
101054-202004;101054;202004;61;5A1014;A0090
101054-202005;101054;202005;140;5A1014;A0090
101054-202006;101054;202006;51;5A1014;A0090
101055-201901;101055;201901;106;4K1561;A0146
101055-201902;101055;201902;192;4K1561;A0146
101055-201904;101055;201904;133;4K1561;A0146
101055-201905;101055;201905;114;4K1561;A0146
101055-201906;101055;201906;132;4K1561;A0146
101055-201907;101055;201907;132;4K1561;A0146
101055-201908;101055;201908;132;4K1561;A0146
101055-201909;101055;201909;59;4K1561;A0146
101055-201910;101055;201910;65;4K1561;A0146
101055-201911;101055;201911;156;4K1561;A0146
101055-201912;101055;201912;58;4K1561;A0146
101055-202001;101055;202001;106;4K1561;A0146
101055-202002;101055;202002;81;4K1561;A0146
101055-202003;101055;202003;173;4K1561;A0146
101055-202004;101055;202004;191;4K1561;A0146
101055-202005;101055;202005;116;4K1561;A0146
101055-202006;101055;202006;169;4K1561;A0146
101056-201901;101056;201901;137;4K1561;A0140
101056-201902;101056;201902;150;4K1561;A0140
101056-201904;101056;201904;189;4K1561;A0140
101056-201905;101056;201905;95;4K1171;A0139
101056-201906;101056;201906;132;4K1171;A0139
101056-201907;101056;201907;132;4K1171;A0139
101056-201908;101056;201908;132;4K1171;A0139
101056-201909;101056;201909;180;4K1171;A0139
101056-201910;101056;201910;50;4K1171;A0163
101056-201911;101056;201911;66;4K1171;A0163
101056-201912;101056;201912;175;4K1171;A0163
101056-202001;101056;202001;166;4K1171;A0163
101056-202002;101056;202002;62;5A1014;A0090
101056-202003;101056;202003;69;5A1014;A0090
101056-202004;101056;202004;64;5A1014;A0090
101056-202005;101056;202005;189;5A1014;A0090
101056-202006;101056;202006;184;5A1014;A0090
101057-201901;101057;201901;180;4K1561;A0146
101057-201902;101057;201902;82;4K1561;A0146
101057-201904;101057;201904;181;4K1561;A0146
101057-201905;101057;201905;49;4K1171;A0139
101057-201906;101057;201906;80;4K1171;A0139
101057-201907;101057;201907;80;4K1171;A0139
101057-201908;101057;201908;80;4K1171;A0139
101057-201909;101057;201909;130;4K1171;A0139
101057-201910;101057;201910;73;4K1171;A0163
101057-201911;101057;201911;144;4K1171;A0163
101057-201912;101057;201912;117;4K1171;A0163
101057-202001;101057;202001;73;4K1171;A0163
101057-202002;101057;202002;159;5A1014;A0090
101057-202003;101057;202003;60;5A1014;A0090
101057-202004;101057;202004;169;5A1014;A0090
101057-202005;101057;202005;106;5A1014;A0090
101057-202006;101057;202006;149;5A1014;A0090
101058-201901;101058;201901;102;4K1561;A0146
101058-201902;101058;201902;189;4K1561;A0146
101058-201904;101058;201904;137;4K1561;A0146
101058-201905;101058;201905;78;4K1561;A0146
101058-201906;101058;201906;80;4K1561;A0146
101058-201907;101058;201907;80;4K1561;A0146
101058-201908;101058;201908;80;4K1561;A0146
101058-201909;101058;201909;50;4K1561;A0146
101058-201910;101058;201910;146;4K1561;A0146
101058-201911;101058;201911;128;4K1561;A0146
101058-201912;101058;201912;165;4K1561;A0146
101058-202001;101058;202001;63;4K1561;A0146
101058-202002;101058;202002;102;4K1561;A0146
101058-202003;101058;202003;105;4K1561;A0146
101058-202004;101058;202004;140;4K1561;A0146
101058-202005;101058;202005;66;4K1561;A0146
101058-202006;101058;202006;86;4K1561;A0146
101059-201901;101059;201901;156;4L1891;A0157
101059-201902;101059;201902;79;4L1891;A0157
101059-201903;101059;201903;80;4L1891;A0157
101059-201904;101059;201904;166;4K1171;A0139
101059-201905;101059;201905;177;4K1171;A0139
101059-201906;101059;201906;80;4K1171;A0139
101059-201907;101059;201907;80;4K1171;A0139
101059-201908;101059;201908;80;4K1171;A0139
101059-201909;101059;201909;75;4K1171;A0163
101059-201910;101059;201910;118;4K1171;A0163
101059-201911;101059;201911;93;4K1171;A0163
101059-201912;101059;201912;158;4K1171;A0163
101059-202001;101059;202001;143;5A1014;A0090
101059-202002;101059;202002;180;5A1014;A0090
101059-202003;101059;202003;50;5A1014;A0090
101059-202004;101059;202004;132;5A1014;A0090
101059-202005;101059;202005;178;5A1014;A0090
101059-202006;101059;202006;145;5A1014;A0090
101060-201901;101060;201901;150;4L1891;A0156
101060-201902;101060;201902;159;4L1891;A0156
101060-201904;101060;201904;143;4L1891;A0156
101060-201905;101060;201905;186;4K1171;A0139
101060-201906;101060;201906;80;4K1171;A0139
101060-201907;101060;201907;80;4K1171;A0139
101060-201908;101060;201908;80;4K1171;A0139
101060-201909;101060;201909;189;4K1171;A0139
101060-201910;101060;201910;74;4K1171;A0163
101060-201911;101060;201911;99;4K1171;A0163
101060-201912;101060;201912;93;4K1171;A0163
101060-202001;101060;202001;169;4K1171;A0163
101060-202002;101060;202002;51;5A1014;A0090
101060-202003;101060;202003;153;5A1014;A0090
101060-202004;101060;202004;72;5A1014;A0090
101060-202005;101060;202005;116;5A1014;A0090
101060-202006;101060;202006;129;5A1014;A0090
101061-201901;101061;201901;157;4L1041;A0236
101061-201902;101061;201902;184;4L1041;A0236
101061-201904;101061;201904;168;4L1041;A0236
101061-201905;101061;201905;147;4K1171;A0139
101061-201906;101061;201906;192;4K1171;A0139
101061-201907;101061;201907;192;4K1171;A0139
101061-201908;101061;201908;192;4K1171;A0139
101061-201909;101061;201909;125;4K1171;A0139
101061-201910;101061;201910;51;4K1171;A0163
101061-201911;101061;201911;186;4K1171;A0163
101061-201912;101061;201912;175;4K1171;A0163
101061-202001;101061;202001;92;4K1171;A0163
101061-202002;101061;202002;170;5A1014;A0090
101061-202003;101061;202003;50;5A1014;A0090
101061-202004;101061;202004;72;5A1014;A0090
101061-202005;101061;202005;142;5A1014;A0090
101061-202006;101061;202006;73;5A1014;A0090
101062-201901;101062;201901;68;4K1561;A0152
101062-201902;101062;201902;185;4K1561;A0152
101062-201904;101062;201904;78;4K1561;A0152
101062-201905;101062;201905;137;4K1561;A0152
101062-201906;101062;201906;172;4K1561;A0152
101062-201907;101062;201907;172;4K1561;A0152
101062-201908;101062;201908;172;4K1561;A0152
101062-201909;101062;201909;96;4K1561;A0152
101062-201910;101062;201910;118;4K1561;A0152
101062-201911;101062;201911;168;4K1561;A0152
101062-201912;101062;201912;73;4K1561;A0152
101062-202001;101062;202001;123;4K1561;A0152
101062-202002;101062;202002;54;4K1561;A0152
101062-202003;101062;202003;183;4K1561;A0152
101062-202004;101062;202004;175;4K1561;A0152
101062-202005;101062;202005;79;4K1561;A0152
101062-202006;101062;202006;146;4K1561;A0152
101063-201901;101063;201901;57;5D1291;A0268
101063-201902;101063;201902;107;5D1291;A0268
101063-201904;101063;201904;171;5D1291;A0268
101063-201905;101063;201905;183;4K1171;A0139
101063-201906;101063;201906;80;4K1171;A0139
101063-201907;101063;201907;80;4K1171;A0139
101063-201908;101063;201908;80;4K1171;A0139
101063-201909;101063;201909;123;4K1171;A0139
101063-201910;101063;201910;138;4K1171;A0163
101063-201911;101063;201911;107;4K1171;A0163
101063-201912;101063;201912;111;4K1171;A0163
101063-202001;101063;202001;113;4K1171;A0163
101063-202002;101063;202002;164;5A1014;A0090
101063-202003;101063;202003;181;5A1014;A0090
101063-202004;101063;202004;105;5A1014;A0090
101063-202005;101063;202005;148;5A1014;A0090
101063-202006;101063;202006;141;5A1014;A0090
101064-201901;101064;201901;136;5D1261;A0073
101064-201902;101064;201902;145;5D1261;A0073
101064-201904;101064;201904;84;5D1261;A0073
101064-201905;101064;201905;79;5D1261;A0073
101064-201906;101064;201906;80;5D1261;A0073
101064-201907;101064;201907;80;5D1261;A0073
101064-201908;101064;201908;80;5D1261;A0073
101064-201909;101064;201909;125;5D1261;A0073
101064-201910;101064;201910;112;5D1261;A0073
101064-201911;101064;201911;77;5D1261;A0073
101064-201912;101064;201912;77;5D1261;A0073
101064-202001;101064;202001;170;5D1261;A0073
101064-202002;101064;202002;85;4K1171;A0210
101064-202003;101064;202003;120;4K1171;A0210
101064-202004;101064;202004;137;4K1171;A0210
101064-202005;101064;202005;100;4K1171;A0210
101064-202006;101064;202006;54;4K1171;A0210
101065-201901;101065;201901;148;5D1261;A0205
101065-201902;101065;201902;51;5D1261;A0205
101065-201904;101065;201904;149;5D1261;A0205
101065-201905;101065;201905;87;4K1171;A0139
101065-201906;101065;201906;80;4K1171;A0139
101065-201907;101065;201907;80;4K1171;A0139
101065-201908;101065;201908;80;4K1171;A0139
101065-201909;101065;201909;154;4K1171;A0139
101065-201910;101065;201910;122;4K1171;A0163
101065-201911;101065;201911;181;4K1171;A0163
101065-201912;101065;201912;85;4K1171;A0163
101065-202001;101065;202001;51;4K1171;A0163
101065-202002;101065;202002;191;5A1014;A0090
101065-202003;101065;202003;76;5A1014;A0090
101065-202004;101065;202004;86;5A1014;A0090
101065-202005;101065;202005;182;5A1014;A0090
101065-202006;101065;202006;77;5A1014;A0090
101066-201901;101066;201901;155;4L1891;A0155
101066-201902;101066;201902;177;4L1891;A0155
101066-201904;101066;201904;172;4L1891;A0155
101066-201905;101066;201905;80;4K1171;A0139
101066-201906;101066;201906;80;4K1171;A0139
101066-201907;101066;201907;80;4K1171;A0139
101066-201908;101066;201908;80;4K1171;A0139
101066-201909;101066;201909;187;4K1171;A0139
101066-201910;101066;201910;169;4K1171;A0163
101066-201911;101066;201911;165;4K1171;A0163
101066-201912;101066;201912;88;4K1171;A0163
101066-202001;101066;202001;63;4K1171;A0163
101066-202002;101066;202002;57;5A1014;A0090
101066-202003;101066;202003;86;5A1014;A0090
101066-202004;101066;202004;147;5A1014;A0090
101066-202005;101066;202005;49;5A1014;A0090
101066-202006;101066;202006;72;5A1014;A0090
101067-201901;101067;201901;164;5D1291;A0283
101067-201902;101067;201902;74;5D1291;A0283
101067-201904;101067;201904;161;5D1291;A0283
101067-201905;101067;201905;176;5D1291;A0283
101067-201906;101067;201906;80;5D1291;A0283
101067-201907;101067;201907;80;5D1291;A0283
101067-201908;101067;201908;80;5D1291;A0283
101067-201909;101067;201909;175;5D1291;A0283
101067-201910;101067;201910;103;5D1291;A0283
101067-201911;101067;201911;148;5D1291;A0283
101067-201912;101067;201912;188;5D1291;A0283
101067-202001;101067;202001;144;5D1291;A0283
101067-202002;101067;202002;56;4K1171;A0210
101067-202003;101067;202003;186;4K1171;A0210
101067-202004;101067;202004;109;4K1171;A0210
101067-202005;101067;202005;71;4K1171;A0210
101067-202006;101067;202006;143;4K1171;A0210
101068-201901;101068;201901;105;5D1291;A0267
101068-201902;101068;201902;185;5D1291;A0267
101068-201904;101068;201904;80;5D1291;A0267
101068-201905;101068;201905;107;5D1291;A0267
101068-201906;101068;201906;80;5D1291;A0267
101068-201907;101068;201907;80;5D1291;A0267
101068-201908;101068;201908;80;5D1291;A0267
101068-201909;101068;201909;187;5D1291;A0267
101068-201910;101068;201910;141;5D1291;A0267
101068-201911;101068;201911;176;5D1291;A0267
101068-201912;101068;201912;55;5D1291;A0267
101068-202001;101068;202001;112;5D1291;A0267
101068-202002;101068;202002;117;4K1171;A0210
101068-202003;101068;202003;122;4K1171;A0210
101068-202004;101068;202004;143;4K1171;A0210
101068-202005;101068;202005;110;4K1171;A0210
101068-202006;101068;202006;98;4K1171;A0210
101069-201901;101069;201901;160;5D1261;A0217
101069-201902;101069;201902;111;5D1261;A0217
101069-201904;101069;201904;102;5D1261;A0217
101069-201905;101069;201905;168;4K1171;A0139
101069-201906;101069;201906;80;4K1171;A0139
101069-201907;101069;201907;80;4K1171;A0139
101069-201908;101069;201908;80;4K1171;A0139
101069-201909;101069;201909;62;4K1171;A0139
101069-201910;101069;201910;153;4K1171;A0163
101069-201911;101069;201911;160;4K1171;A0163
101069-201912;101069;201912;64;4K1171;A0163
101069-202001;101069;202001;176;4K1171;A0163
101069-202002;101069;202002;51;5A1014;A0090
101069-202003;101069;202003;141;5A1014;A0090
101069-202004;101069;202004;63;5A1014;A0090
101069-202005;101069;202005;149;5A1014;A0090
101069-202006;101069;202006;56;5A1014;A0090
101070-201901;101070;201901;152;4K1531;A0093
101070-201902;101070;201902;71;4K1531;A0093
101070-201904;101070;201904;140;4K1531;A0093
101070-201905;101070;201905;115;4K1171;A0139
101070-201906;101070;201906;80;4K1171;A0139
101070-201907;101070;201907;80;4K1171;A0139
101070-201908;101070;201908;80;4K1171;A0139
101070-201909;101070;201909;123;4K1171;A0139
101070-201910;101070;201910;58;4K1171;A0163
101070-201911;101070;201911;83;4K1171;A0163
101070-201912;101070;201912;66;4K1171;A0163
101070-202001;101070;202001;183;4K1171;A0163
101070-202002;101070;202002;171;5A1014;A0090
101070-202003;101070;202003;63;5A1014;A0090
101070-202004;101070;202004;60;5A1014;A0090
101070-202005;101070;202005;126;5A1014;A0090
101070-202006;101070;202006;181;5A1014;A0090
101071-201901;101071;201901;84;4L1391;A0312
101071-201902;101071;201902;100;4L1391;A0312
101071-201904;101071;201904;156;4L1391;A0312
101071-201905;101071;201905;157;4L1391;A0312
101071-201906;101071;201906;80;4L1391;A0312
101071-201907;101071;201907;80;4L1391;A0312
101071-201908;101071;201908;80;4L1391;A0312
101071-201909;101071;201909;164;4K1171;A0321
101071-201910;101071;201910;91;4K1171;A0321
101071-201911;101071;201911;70;4K1171;A0321
101071-201912;101071;201912;82;4K1171;A0321
101071-202001;101071;202001;87;4K1171;A0321
101071-202002;101071;202002;114;4K1171;A0321
101071-202003;101071;202003;183;4K1171;A0072
101071-202004;101071;202004;67;4K1171;A0072
101071-202005;101071;202005;124;4K1171;A0072
101071-202006;101071;202006;58;4K1171;A0072
101072-201901;101072;201901;69;4K1531;A0094
101072-201902;101072;201902;85;4K1531;A0094
101072-201904;101072;201904;114;4K1531;A0094
101072-201905;101072;201905;187;4K1531;A0094
101072-201906;101072;201906;80;4K1531;A0094
101072-201907;101072;201907;80;4K1531;A0094
101072-201908;101072;201908;80;4K1531;A0094
101072-201909;101072;201909;116;4K1531;A0094
101072-201910;101072;201910;61;4K1531;A0094
101072-201911;101072;201911;95;4K1531;A0094
101072-201912;101072;201912;100;4K1531;A0094
101072-202001;101072;202001;90;4K1531;A0094
101072-202002;101072;202002;125;4K1171;A0210
101072-202003;101072;202003;55;4K1171;A0210
101072-202004;101072;202004;108;4K1171;A0210
101072-202005;101072;202005;181;4K1171;A0210
101072-202006;101072;202006;164;4K1171;A0210
101073-201901;101073;201901;72;4L1391;A0312
101073-201902;101073;201902;89;4L1391;A0312
101073-201904;101073;201904;89;4L1391;A0312
101073-201905;101073;201905;151;4K1171;A0139
101073-201906;101073;201906;80;4K1171;A0139
101073-201907;101073;201907;80;4K1171;A0139
101073-201908;101073;201908;80;4K1171;A0139
101073-201909;101073;201909;107;4K1171;A0139
101073-201910;101073;201910;114;4K1171;A0163
101073-201911;101073;201911;76;4K1171;A0163
101073-201912;101073;201912;131;4K1171;A0163
101073-202001;101073;202001;78;4K1171;A0163
101073-202002;101073;202002;62;5A1014;A0090
101073-202003;101073;202003;65;5A1014;A0090
101073-202004;101073;202004;92;5A1014;A0090
101073-202005;101073;202005;138;5A1014;A0090
101073-202006;101073;202006;125;5A1014;A0090
101074-201901;101074;201901;92;5D1261;A0071
101074-201902;101074;201902;93;5D1261;A0071
101074-201904;101074;201904;74;5D1261;A0071
101074-201905;101074;201905;124;4K1171;A0139
101074-201906;101074;201906;132;4K1171;A0139
101074-201907;101074;201907;132;4K1171;A0139
101074-201908;101074;201908;132;4K1171;A0139
101074-201909;101074;201909;127;4K1171;A0139
101074-201910;101074;201910;185;4K1171;A0163
101074-201911;101074;201911;101;4K1171;A0163
101074-201912;101074;201912;60;4K1171;A0163
101074-202001;101074;202001;190;4K1171;A0163
101074-202002;101074;202002;129;5A1014;A0090
101074-202003;101074;202003;77;5A1014;A0090
101074-202004;101074;202004;53;5A1014;A0090
101074-202005;101074;202005;140;5A1014;A0090
101074-202006;101074;202006;128;5A1014;A0090
101075-201901;101075;201901;161;5D1261;A0068
101075-201902;101075;201902;145;5D1261;A0068
101075-201904;101075;201904;127;5D1261;A0068
101075-201905;101075;201905;174;5D1261;A0068
101075-201906;101075;201906;80;5D1261;A0068
101075-201907;101075;201907;80;5D1261;A0068
101075-201908;101075;201908;80;5D1261;A0068
101075-201909;101075;201909;155;5D1261;A0068
101075-201910;101075;201910;162;5D1261;A0068
101075-201911;101075;201911;167;5D1261;A0068
101075-201912;101075;201912;161;5D1261;A0068
101075-202001;101075;202001;169;5D1261;A0068
101075-202002;101075;202002;72;4K1171;A0210
101075-202003;101075;202003;93;4K1171;A0210
101075-202004;101075;202004;97;4K1171;A0210
101075-202005;101075;202005;169;4K1171;A0210
101075-202006;101075;202006;179;4K1171;A0210
101076-201901;101076;201901;158;5E1181;A0136
101076-201902;101076;201902;143;5E1181;A0136
101076-201903;101076;201903;80;5E1181;A0136
101076-201904;101076;201904;156;4K1171;A0139
101076-201905;101076;201905;136;4K1171;A0139
101076-201906;101076;201906;80;4K1171;A0139
101076-201907;101076;201907;80;4K1171;A0139
101076-201908;101076;201908;80;4K1171;A0139
101076-201909;101076;201909;126;4K1171;A0163
101076-201910;101076;201910;73;4K1171;A0163
101076-201911;101076;201911;59;4K1171;A0163
101076-201912;101076;201912;165;4K1171;A0163
101076-202001;101076;202001;83;5A1014;A0090
101076-202002;101076;202002;160;5A1014;A0090
101076-202003;101076;202003;177;5A1014;A0090
101076-202004;101076;202004;122;5A1014;A0090
101076-202005;101076;202005;111;5A1014;A0090
101076-202006;101076;202006;52;5A1014;A0090
101077-201901;101077;201901;112;5D1291;A0243
101077-201902;101077;201902;70;5D1291;A0243
101077-201904;101077;201904;178;5D1291;A0243
101077-201905;101077;201905;117;5D1291;A0243
101077-201906;101077;201906;80;5D1291;A0243
101077-201907;101077;201907;80;5D1291;A0243
101077-201908;101077;201908;80;5D1291;A0243
101077-201909;101077;201909;63;4K1171;A0321
101077-201910;101077;201910;147;4K1171;A0321
101077-201911;101077;201911;97;4K1171;A0321
101077-201912;101077;201912;90;4K1171;A0321
101077-202001;101077;202001;115;4K1171;A0321
101077-202002;101077;202002;63;4K1171;A0321
101077-202003;101077;202003;113;4K1171;A0072
101077-202004;101077;202004;105;4K1171;A0072
101077-202005;101077;202005;61;4K1171;A0072
101077-202006;101077;202006;71;4K1171;A0072
101078-201901;101078;201901;190;5E1341;A0108
101078-201902;101078;201902;65;5E1341;A0108
101078-201904;101078;201904;185;5E1341;A0108
101078-201905;101078;201905;112;4K1171;A0139
101078-201906;101078;201906;80;4K1171;A0139
101078-201907;101078;201907;80;4K1171;A0139
101078-201908;101078;201908;80;4K1171;A0139
101078-201909;101078;201909;122;4K1171;A0139
101078-201910;101078;201910;139;4K1171;A0163
101078-201911;101078;201911;53;4K1171;A0163
101078-201912;101078;201912;128;4K1171;A0163
101078-202001;101078;202001;189;4K1171;A0163
101078-202002;101078;202002;117;5A1014;A0090
101078-202003;101078;202003;128;5A1014;A0090
101078-202004;101078;202004;95;5A1014;A0090
101078-202005;101078;202005;161;5A1014;A0090
101078-202006;101078;202006;74;5A1014;A0090
101079-201901;101079;201901;166;4K1561;A0046
101079-201902;101079;201902;191;4K1561;A0046
101079-201904;101079;201904;77;4K1561;A0046
101079-201905;101079;201905;99;4K1561;A0046
101079-201906;101079;201906;172;4K1561;A0046
101079-201907;101079;201907;172;4K1561;A0046
101079-201908;101079;201908;172;4K1561;A0046
101079-201909;101079;201909;77;4K1561;A0046
101079-201910;101079;201910;104;4K1561;A0046
101079-201911;101079;201911;117;4K1561;A0046
101079-201912;101079;201912;111;4K1561;A0046
101079-202001;101079;202001;109;4K1561;A0046
101079-202002;101079;202002;106;4K1171;A0210
101079-202003;101079;202003;148;4K1171;A0210
101079-202004;101079;202004;68;4K1171;A0210
101079-202005;101079;202005;166;4K1171;A0210
101079-202006;101079;202006;52;4K1171;A0210
101080-201901;101080;201901;77;4L1392;A0015
101080-201902;101080;201902;165;4L1392;A0015
101080-201904;101080;201904;149;4L1392;A0015
101080-201905;101080;201905;189;4K1171;A0139
101080-201906;101080;201906;80;4K1171;A0139
101080-201907;101080;201907;80;4K1171;A0139
101080-201908;101080;201908;80;4K1171;A0139
101080-201909;101080;201909;174;4K1171;A0139
101080-201910;101080;201910;109;4K1171;A0163
101080-201911;101080;201911;185;4K1171;A0163
101080-201912;101080;201912;151;4K1171;A0163
101080-202001;101080;202001;126;4K1171;A0163
101080-202002;101080;202002;80;5A1014;A0090
101080-202003;101080;202003;180;5A1014;A0090
101080-202004;101080;202004;160;5A1014;A0090
101080-202005;101080;202005;63;5A1014;A0090
101080-202006;101080;202006;57;5A1014;A0090
101081-201901;101081;201901;120;5D1261;A0209
101081-201902;101081;201902;145;5D1261;A0209
101081-201904;101081;201904;169;5D1261;A0209
101081-201905;101081;201905;154;5D1261;A0209
101081-201906;101081;201906;136;5D1261;A0209
101081-201907;101081;201907;136;5D1261;A0209
101081-201908;101081;201908;136;5D1261;A0209
101081-201909;101081;201909;176;5D1261;A0209
101081-201910;101081;201910;136;5D1261;A0209
101081-201911;101081;201911;51;5D1261;A0209
101081-201912;101081;201912;77;5D1261;A0209
101081-202001;101081;202001;174;5D1261;A0209
101081-202002;101081;202002;70;5D1261;A0209
101081-202003;101081;202003;84;5D1261;A0209
101081-202004;101081;202004;73;5D1261;A0209
101081-202005;101081;202005;138;5D1261;A0209
101081-202006;101081;202006;95;5D1261;A0209
101082-201901;101082;201901;66;4L1391;A0344
101082-201902;101082;201902;156;4L1391;A0344
101082-201904;101082;201904;134;4L1391;A0344
101082-201905;101082;201905;181;4L1391;A0344
101082-201906;101082;201906;80;4L1391;A0344
101082-201907;101082;201907;80;4L1391;A0344
101082-201908;101082;201908;80;4L1391;A0344
101082-201909;101082;201909;155;4K1171;A0321
101082-201910;101082;201910;161;4K1171;A0321
101082-201911;101082;201911;184;4K1171;A0321
101082-201912;101082;201912;147;4K1171;A0321
101082-202001;101082;202001;90;4K1171;A0321
101082-202002;101082;202002;189;4K1171;A0321
101082-202003;101082;202003;167;4K1171;A0072
101082-202004;101082;202004;51;4K1171;A0072
101082-202005;101082;202005;81;4K1171;A0072
101082-202006;101082;202006;52;4K1171;A0072
101083-201901;101083;201901;144;5D1291;A0307
101083-201902;101083;201902;184;5D1291;A0307
101083-201904;101083;201904;77;5D1291;A0307
101083-201905;101083;201905;159;4K1171;A0139
101083-201906;101083;201906;80;4K1171;A0139
101083-201907;101083;201907;80;4K1171;A0139
101083-201908;101083;201908;80;4K1171;A0139
101083-201909;101083;201909;124;4K1171;A0139
101083-201910;101083;201910;97;4K1171;A0163
101083-201911;101083;201911;172;4K1171;A0163
101083-201912;101083;201912;164;4K1171;A0163
101083-202001;101083;202001;164;4K1171;A0163
101083-202002;101083;202002;52;5A1014;A0090
101083-202003;101083;202003;105;5A1014;A0090
101083-202004;101083;202004;107;5A1014;A0090
101083-202005;101083;202005;49;5A1014;A0090
101083-202006;101083;202006;82;5A1014;A0090
101084-201901;101084;201901;142;5C1181;A0060
101084-201902;101084;201902;152;5C1181;A0060
101084-201903;101084;201903;80;5C1181;A0060
101084-201904;101084;201904;125;4K1171;A0139
101084-201905;101084;201905;120;4K1171;A0139
101084-201906;101084;201906;80;4K1171;A0139
101084-201907;101084;201907;80;4K1171;A0139
101084-201908;101084;201908;80;4K1171;A0139
101084-201909;101084;201909;74;4K1171;A0163
101084-201910;101084;201910;86;4K1171;A0163
101084-201911;101084;201911;73;4K1171;A0163
101084-201912;101084;201912;51;4K1171;A0163
101084-202001;101084;202001;162;5A1014;A0090
101084-202002;101084;202002;49;5A1014;A0090
101084-202003;101084;202003;159;5A1014;A0090
101084-202004;101084;202004;54;5A1014;A0090
101084-202005;101084;202005;77;5A1014;A0090
101084-202006;101084;202006;77;5A1014;A0090
101085-201901;101085;201901;71;0;A0088
101085-201902;101085;201902;58;0;A0088
101085-201904;101085;201904;114;0;A0088
101085-201905;101085;201905;175;0;A0088
101085-201906;101085;201906;80;0;A0088
101085-201907;101085;201907;80;0;A0088
101085-201908;101085;201908;80;0;A0088
101085-201909;101085;201909;92;0;A0088
101085-201910;101085;201910;149;0;A0088
101085-201911;101085;201911;123;0;A0088
101085-201912;101085;201912;80;0;A0088
101085-202001;101085;202001;74;0;A0088
101085-202002;101085;202002;78;0;A0088
101085-202003;101085;202003;116;0;A0088
101085-202004;101085;202004;65;0;A0088
101085-202005;101085;202005;87;0;A0088
101085-202006;101085;202006;138;0;A0088
101086-201901;101086;201901;156;4K1561;A0046
101086-201902;101086;201902;153;4K1561;A0046
101086-201904;101086;201904;48;4K1561;A0046
101086-201905;101086;201905;77;4K1561;A0046
101086-201906;101086;201906;172;4K1561;A0046
101086-201907;101086;201907;172;4K1561;A0046
101086-201908;101086;201908;172;4K1561;A0046
101086-201909;101086;201909;86;4K1561;A0046
101086-201910;101086;201910;56;4K1561;A0046
101086-201911;101086;201911;143;4K1561;A0046
101086-201912;101086;201912;113;4K1561;A0046
101086-202001;101086;202001;150;4K1561;A0046
101086-202002;101086;202002;108;4K1171;A0210
101086-202003;101086;202003;55;4K1171;A0210
101086-202004;101086;202004;63;4K1171;A0210
101086-202005;101086;202005;128;4K1171;A0210
101086-202006;101086;202006;111;4K1171;A0210
101087-201901;101087;201901;106;4L1041;A0232
101087-201902;101087;201902;56;4L1041;A0232
101087-201904;101087;201904;187;4L1041;A0232
101087-201905;101087;201905;154;4L1041;A0232
101087-201906;101087;201906;80;4L1041;A0232
101087-201907;101087;201907;80;4L1041;A0232
101087-201908;101087;201908;80;4L1041;A0232
101087-201909;101087;201909;72;4K1171;A0321
101087-201910;101087;201910;57;4K1171;A0321
101087-201911;101087;201911;120;4K1171;A0321
101087-201912;101087;201912;178;4K1171;A0321
101087-202001;101087;202001;149;4K1171;A0321
101087-202002;101087;202002;83;4K1171;A0321
101087-202003;101087;202003;130;4K1171;A0072
101087-202004;101087;202004;160;4K1171;A0072
101087-202005;101087;202005;152;4K1171;A0072
101087-202006;101087;202006;71;4K1171;A0072
101088-201901;101088;201901;57;4L1391;A0308
101088-201902;101088;201902;178;4L1391;A0308
101088-201904;101088;201904;92;4L1391;A0308
101088-201905;101088;201905;156;4K1171;A0139
101088-201906;101088;201906;80;4K1171;A0139
101088-201907;101088;201907;80;4K1171;A0139
101088-201908;101088;201908;80;4K1171;A0139
101088-201909;101088;201909;149;4K1171;A0139
101088-201910;101088;201910;65;4K1171;A0163
101088-201911;101088;201911;79;4K1171;A0163
101088-201912;101088;201912;133;4K1171;A0163
101088-202001;101088;202001;186;4K1171;A0163
101088-202002;101088;202002;66;5A1014;A0090
101088-202003;101088;202003;135;5A1014;A0090
101088-202004;101088;202004;190;5A1014;A0090
101088-202005;101088;202005;107;5A1014;A0090
101088-202006;101088;202006;94;5A1014;A0090
101089-201901;101089;201901;56;4K1561;A0143
