Afiliado,salario
19477443,1300000
1471756,1800000
8374379,2350000
18715140,3160000
1936749,1300000
2388789,2350000
1555083,2350000
1798845,1700000
3996206,2500000
213428,1300000
16096477,1300000
6365936,2500000
10236318,1800000
2446149,1700000
4947450,1800000
7628621,1300000
4325763,2350000
2978373,3160000
4733793,2350000
3462701,2500000
6691523,1800000
18328253,1800000
18643609,3160000
12258247,1300000
9489075,1300000
16968383,1700000
4080756,1300000
10932105,1300000
8132750,1700000
9920883,1300000
14412161,1700000
1712819,1300000
19557775,2350000
16646057,1300000
592929,2500000
21178067,2350000
9755412,1300000
1495785,1700000
1207939,2500000
5419966,1700000
9842369,1700000
19394370,1700000
963983,1700000
9877019,2500000
10137082,3160000
2047479,3160000
14218710,1300000
6893401,1800000
7036232,2500000
18624716,1800000
7426126,2350000
13753331,2350000
10019226,1800000
1399966,3160000
20417445,2350000
7373362,2350000
7365238,3160000
499717,2500000
9854946,2350000
5762743,1800000
18680617,1300000
8184207,1700000
17458502,2500000
3479078,2500000
4724670,1300000
5532499,1700000
1513731,1300000
7201574,1300000
1601209,2350000
8500098,1700000
3135269,1800000
6895573,2350000
1846879,2350000
1810600,2500000
2158804,1700000
7162186,3160000
1790332,1800000
1737198,3160000
4274142,1800000
2927584,2350000
9977766,3160000
7325039,3160000
11159057,1800000
6439996,1800000
15914966,2500000
2435268,3160000
9508659,1300000
6003900,1800000
3144242,1800000
1820981,1700000
5528459,3160000
7873650,2500000
2591055,2500000
9555965,1800000
15891147,1800000
960651,1800000
9364344,1700000
6721995,1800000
1019372,1700000
9962274,3160000
9522215,3160000
21563075,1700000
14893922,2500000
4692674,2350000
19446921,2350000
3227612,1800000
2574348,1700000
6605022,1300000
1361655,1800000
12536806,1700000
7927973,2500000
2985453,1800000
19396062,1800000
6976235,2350000
21698432,1800000
15728119,2500000
8040633,2500000
10230755,2500000
1418318,1800000
10049874,3160000
5437804,3160000
2554568,2500000
6105555,2500000
7341019,3160000
9827331,2350000
6982154,3160000
6970946,1800000
18664674,1300000
18637702,2500000
1682870,2500000
20759190,1300000
47559,2350000
3125257,2350000
3234739,1300000
987100,3160000
7321234,2350000
9361358,1300000
2989990,1700000
2136156,1700000
21698864,1700000
9709012,1300000
10118149,3160000
2826299,2500000
22133098,3160000
20958491,2350000
3345482,3160000
2568340,3160000
1928697,2350000
2943257,2500000
17520158,2350000
940087,2350000
9933066,1700000
9931667,2500000
10874183,1300000
1015092,2350000
2631692,2350000
1248634,3160000
2842564,3160000
3264310,2500000
19387590,1300000
9360191,1700000
13289220,1800000
21473341,1700000
9519921,3160000
14176558,3160000
6102012,3160000
9936748,2350000
6476402,1800000
8179277,2500000
2769837,1700000
3007733,1800000
6262673,2350000
5867341,1800000
2176444,2350000
11922819,1700000
2079938,2500000
7646810,1700000
16061694,1300000
7985620,2500000
7023455,2350000
15691840,1300000
9548755,3160000
5769042,3160000
5630471,1800000
20744969,1800000
3238456,1700000
18653661,1800000
6617502,2350000
11319616,1700000
7000701,2500000
993762,2500000
10439455,1300000
3136024,2350000
16327801,1300000
3568362,1300000
9346768,2500000
1398534,2350000
22086531,2500000
9760566,1700000
6691075,1700000
5680891,2350000
7661824,2350000
14740545,1300000
5750851,3160000
3342978,1300000
2949826,2350000
796687,2500000
21190834,2500000
9892271,1700000
2619601,3160000
111152,2350000
8092844,2350000
10262780,3160000
1328279,1800000
7647825,2350000
6201914,2350000
2478974,1800000
9820135,2500000
10444065,1800000
2405113,2500000
10332052,1700000
22063058,1800000
9774159,1300000
5619983,3160000
8001681,2500000
2571774,1300000
23191360,2350000
7601898,3160000
8148325,2350000
10619628,2500000
19472164,2350000
21769630,2500000
1368234,3160000
412959,1800000
22248572,1700000
16298898,1700000
18687606,2500000
4881786,1700000
7572,2500000
2341638,2350000
3135134,2350000
4941902,2500000
10438927,3160000
7647703,1800000
1195672,1800000
21325734,3160000
7793495,1800000
44480,1800000
2380282,1700000
10997989,2350000
4042355,1700000
2437938,3160000
21764360,1800000
7638109,1800000
7889827,1800000
1629727,1800000
4690596,1800000
2066816,2500000
3062648,3160000
7819372,3160000
7124295,1800000
9887054,1300000
9347941,1300000
6488167,2350000
3073353,1800000
7233764,3160000
15554740,1700000
8438198,1700000
3054097,1800000
6402360,1300000
7753808,1800000
1489494,2350000
111984,1800000
3158157,3160000
5724504,3160000
8529946,2350000
5624806,1300000
4567933,1700000
6889745,2500000
10308376,1700000
5611046,2500000
21552757,2350000
983641,1700000
6548048,1300000
16809442,3160000
2429259,1800000
2768300,3160000
12016443,1300000
21796519,1700000
18148363,1300000
19390989,1700000
7553092,1700000
606482,1800000
7466208,2350000
10297659,1300000
1963403,1700000
18655024,1800000
9388840,2500000
3068705,2350000
10236836,2500000
16968780,1800000
4984435,2350000
19412936,1300000
7406627,2500000
926641,2500000
9799200,3160000
9507878,1700000
1709308,3160000
8026528,2350000
2716519,2500000
4709840,2500000
11871175,1800000
3004256,2350000
3263075,2500000
6307005,1800000
9656792,3160000
10894756,2350000
9964634,2350000
10584973,3160000
5974326,1300000
5489288,2350000
2990788,1800000
11358397,2500000
9905475,3160000
752509,1300000
2175288,3160000
5485201,3160000
10108831,2350000
9876733,1800000
9524544,1800000
3480396,3160000
6654618,1800000
1338699,3160000
14721264,2350000
1918774,2500000
1401783,2350000
10533749,1700000
1433190,3160000
12900910,1700000
6480575,1300000
8220165,2350000
16425146,1300000
5739722,1800000
8305766,2350000
5953763,3160000
560734,3160000
2977879,1800000
5035564,1800000
10233285,2350000
2631739,1300000
1926161,1700000
22074896,2350000
8363221,1300000
14806531,2350000
17467224,2350000
18682878,2350000
15544084,1300000
9113405,1800000
8001076,2350000
4002039,1800000
2918745,3160000
2845092,3160000
742761,1800000
15980509,1800000
2311975,2350000
2152010,1300000
14364904,2500000
17881476,2500000
5793679,1700000
7586263,1300000
4733,2350000
1292366,1300000
267768,3160000
14764294,3160000
15691769,1700000
22182107,1300000
5050650,3160000
112158,2350000
5925004,1300000
784808,2500000
14760779,2500000
943310,1700000
2094655,1700000
3035193,1300000
1700823,1300000
5552281,1700000
7885260,2350000
3120256,1800000
15159252,1300000
9820249,1300000
1923695,1700000
17434637,1700000
2165383,2350000
3454043,1700000
2261612,1700000
7992998,3160000
2633701,1300000
9228048,1300000
6594082,3160000
3192339,2350000
1388892,1700000
7654365,1300000
21761878,2500000
21962031,1800000
15676545,3160000
18745806,1300000
17301486,2350000
8291786,3160000
2145058,2500000
5202136,1700000
2923678,1800000
10549985,1800000
6511595,3160000
23072174,1300000
1726749,3160000
6894735,1700000
3475227,3160000
5947708,1300000
3474566,1800000
7008320,3160000
2543568,2350000
5703168,1700000
2977598,2500000
10012901,1800000
9803931,1300000
2523298,1300000
2817835,1700000
3285496,2500000
9927736,2350000
14800242,1700000
7130963,3160000
21173537,1300000
1996775,1300000
7564555,1800000
17468057,2350000
2955489,1800000
12989264,1300000
6462030,2500000
2495302,2500000
10218769,3160000
3081097,2350000
5860091,1700000
1617896,2350000
13710892,3160000
8143583,2500000
5602719,1300000
3072032,3160000
3312177,2500000
2014272,2500000
2854192,3160000
9977024,1800000
1812431,3160000
8164359,3160000
20736328,2500000
1497984,3160000
21527447,1700000
11006450,2500000
11090,3160000
1291273,1700000
2060215,1800000
1943661,2500000
15773102,1700000
67873,2350000
14024914,1800000
20970626,2500000
1986313,1700000
4793373,1300000
1692017,2500000
19395449,1800000
1014622,3160000
10002612,1700000
386510,1700000
3254731,2500000
14749190,3160000
17319212,1700000
9056439,1300000
19410701,1700000
18086635,1300000
4239683,1700000
5665425,1700000
9317156,2350000
9356380,2350000
7738820,1300000
16467312,1700000
3284056,1300000
10827670,1700000
8095013,1700000
7447993,3160000
6061064,1800000
14768903,1300000
2868875,3160000
18663707,2500000
21905339,1800000
5552511,1700000
19982357,2350000
4790777,1300000
2167060,1800000
10293454,1800000
5129781,3160000
22090811,2500000
10926022,2350000
20613522,1800000
2924165,1700000
9552382,1800000
7558001,1300000
10392035,1300000
18697228,1300000
8526259,2500000
9600581,1300000
9376041,2500000
14743072,3160000
5249154,2350000
1987695,2500000
7189836,1800000
5083665,1300000
1609133,2500000
3327555,3160000
14788610,3160000
19403296,1800000
17034565,1800000
10155289,1300000
8097046,3160000
16835437,1300000
6695030,2500000
6291011,2500000
7445366,1300000
7726254,2350000
1420686,2350000
2781654,1700000
5967332,3160000
19452517,3160000
7035571,1300000
918211,2500000
6347316,1700000
6033185,1700000
1326498,3160000
10808355,1700000
5966271,1300000
10090514,3160000
10983373,3160000
14955020,3160000
1818544,2500000
21529339,3160000
9340040,1700000
7577018,1700000
13721962,2350000
14742511,3160000
2367238,1700000
9310006,1700000
18648987,3160000
1398828,2500000
7241993,3160000
16200665,1800000
10167202,2500000
5265973,2350000
9608920,1800000
7006631,2350000
4350504,1700000
1058785,3160000
7447873,1700000
7270308,1800000
2777041,1800000
1105042,2350000
21961670,1300000
9683254,1800000
4849809,1300000
5778940,2350000
10209075,1300000
4844909,2500000
16974155,3160000
7444693,2350000
6506727,2500000
11304,1800000
1918677,3160000
16825527,1700000
8118622,1800000
7658001,2350000
596396,2500000
3075966,1300000
2045363,2500000
6184548,1300000
3046491,1300000
7996119,3160000
7859655,1700000
6315866,1700000
22149221,1700000
6880868,3160000
6912196,1300000
1634121,3160000
6238345,2350000
1630640,1700000
7189955,1300000
8174993,3160000
1084852,1700000
6714940,2350000
371450,2500000
2845047,2350000
9229575,2350000
2040954,2500000
2133086,1800000
2957539,1700000
14695444,1700000
9796876,1300000
960307,3160000
10805056,2500000
1511436,1300000
2499468,2350000
22207245,1300000
882646,2350000
4185443,3160000
9735607,1300000
6916606,1800000
3229400,3160000
263425,2500000
5526574,3160000
14521790,3160000
18558543,2350000
7074582,2350000
18676840,2350000
2987422,2350000
5473186,1800000
961349,1300000
7644539,2500000
18698930,2500000
9573528,1800000
7882250,1300000
12034317,1800000
10437018,3160000
4229306,2500000
16034423,2500000
10387972,1800000
22960375,2500000
17799222,3160000
10110618,2350000
13595585,3160000
6034521,2350000
1811235,1300000
5537340,1700000
10961934,1700000
8471520,1700000
10310792,1300000
17506614,1300000
20703316,1300000
9340258,1800000
8255002,1300000
7956690,1800000
7911755,2350000
2327424,2500000
13624227,2350000
894365,3160000
5235068,2350000
14774970,1800000
1464130,1800000
7642341,2500000
5862306,2500000
6114717,1800000
6567448,1700000
9372822,2500000
9341615,2500000
146208,1700000
7621812,2500000
1355036,2350000
18506686,2500000
8433685,2500000
17227124,2350000
924607,3160000
1030277,2350000
4610162,1300000
7927436,3160000
8094628,2350000
7388411,1800000
3611587,1800000
17211891,2350000
4552735,1700000
2218516,1700000
1135255,2350000
17924987,3160000
7386167,2350000
2620242,3160000
3661938,2500000
8036918,2350000
21981529,1300000
17468609,3160000
16539333,1300000
7654843,2500000
16458830,3160000
2463213,3160000
1572903,3160000
18491778,1800000
21606919,3160000
9842535,2500000
9199243,1800000
10306108,3160000
3046407,2500000
3574890,1300000
16703076,2500000
204159,1300000
7034515,1800000
7009937,2350000
9329133,1700000
10547495,1700000
7075893,1300000
6691278,1800000
1852462,2350000
16913727,1300000
11589155,1700000
20611022,1800000
5845218,3160000
592330,3160000
7814751,1300000
19048371,1800000
19459096,2500000
18753480,1800000
1594398,1700000
57047,1300000
7220450,1300000
18612137,1300000
5911246,1700000
6007460,2350000
22074075,1700000
5826061,2500000
7579113,3160000
1139477,1700000
8272605,2350000
15478876,1800000
10586113,3160000
10234985,2500000
20738214,1700000
7141314,1300000
8172118,2350000
18384916,3160000
6673558,3160000
7290034,1800000
5545498,1800000
1769520,2500000
20914679,2350000
14293491,3160000
9320461,2500000
18637911,1300000
7298956,1800000
2056733,2350000
2899733,1800000
10923193,1800000
8083733,1700000
10807999,3160000
21935757,1800000
866150,1800000
9355197,1300000
2378916,2350000
6695088,3160000
6781793,1800000
5006510,1300000
2087372,1700000
2981472,1300000
3572126,3160000
3203770,1700000
5979146,2350000
19498232,2500000
2687340,1700000
9905435,1300000
1916098,1700000
8373816,2500000
3274949,1800000
3021933,1300000
17143799,1700000
6388856,3160000
14619963,2500000
17431081,2500000
6823474,1300000
17657418,2500000
1279106,2350000
8384690,1300000
5774812,1800000
6787266,1700000
14784468,1800000
20639775,1300000
2377385,2350000
607618,1300000
7107908,2500000
19407472,3160000
16690801,1700000
1748381,3160000
18424867,1800000
901827,1700000
3807068,2350000
9554971,1700000
1469079,1800000
18237171,1300000
2103938,1700000
21622510,2500000
69073,2350000
2647222,3160000
3403720,1300000
1312374,1300000
21758210,1700000
2909622,2350000
6927269,1300000
8341587,1700000
214451,2350000
14292151,3160000
5787301,2500000
15676829,1300000
1561235,1300000
6486544,1700000
6403283,2350000
70164,1700000
1434488,1800000
8405448,1300000
19382278,1800000
9942690,1300000
5414159,2500000
8314827,2500000
7889782,1700000
7701950,1800000
3318595,1700000
7064398,2350000
2586203,1300000
14786041,2500000
6100707,2350000
3316132,2500000
1988333,3160000
9894432,1800000
20837866,2500000
6565294,1800000
7649982,2500000
4086689,2350000
6364009,1300000
9602578,1700000
19479236,1800000
3792802,2500000
2493682,2500000
8632571,2350000
7756335,2350000
10901128,1800000
2223189,1300000
21760475,2500000
1309766,1700000
7150698,1700000
235788,1700000
6814580,1700000
19401418,2500000
1744917,1700000
2509230,1700000
7388690,2350000
2037160,2350000
443115,1300000
6867526,1700000
68686,1700000
9903655,2500000
18743835,1800000
8133837,1300000
1933851,1300000
9609374,2350000
7919587,2500000
5097739,1800000
1074301,1800000
7503125,1800000
70691,1300000
7395655,1800000
2732400,3160000
12320525,3160000
1974083,1700000
2422590,3160000
5977286,1800000
6290021,1300000
13691933,3160000
7631304,2500000
2331540,2500000
7762976,1800000
5402199,1700000
6718191,1700000
18606000,1300000
5818787,1800000
13710176,1800000
6704075,2500000
21882544,2350000
10106091,2350000
6439372,1700000
1691545,2500000
10239691,1800000
5257072,2350000
1097073,2500000
7770803,3160000
10393574,2350000
4007510,3160000
4555290,2500000
746449,1300000
3608717,2500000
1639951,3160000
16467520,1800000
9468140,2500000
6767161,1800000
7292230,2500000
6205735,1800000
6355995,1300000
10439819,2350000
6987442,1800000
18788962,1800000
13682187,1700000
20622777,2350000
20811094,3160000
2934738,1700000
5456300,2350000
4644188,3160000
4133772,1700000
7100726,1700000
16980662,1700000
9494178,1800000
4643853,2500000
117336,3160000
10848672,2500000
6275407,2500000
8527697,1800000
16832297,1300000
5454981,1300000
5297785,1700000
6205161,1800000
12988487,3160000
2296466,2350000
16647720,1300000
7739671,3160000
4710768,3160000
10886579,2500000
6459408,2350000
7847855,3160000
18637283,2350000
525077,1700000
4205511,3160000
22091435,3160000
8016116,2350000
6541961,1300000
16413058,1300000
13692481,2500000
9388757,1700000
9567703,1300000
5607282,3160000
9765146,1300000
9721039,1700000
1072235,2350000
2913430,1300000
995832,3160000
17162571,1300000
1400418,2500000
222604,3160000
1251353,3160000
22166573,3160000
813252,2500000
6102619,1800000
17788461,3160000
1635326,1800000
22101404,1800000
853391,1700000
3325650,1300000
1913886,2350000
2108805,3160000
2467962,2500000
9325214,2350000
1414522,1800000
19423312,2350000
3277317,1300000
6093403,2500000
19155350,2350000
19385027,1300000
7353683,3160000
16888712,1700000
9474042,2350000
2695636,2500000
7970110,2500000
5560494,2350000
4574564,2350000
4947258,1700000
21223213,2500000
16319321,1800000
6349142,1700000
22038149,2350000
3134753,2500000
4584274,1700000
19886237,1700000
484675,2500000
3299115,2500000
2720459,2500000
9714086,2350000
840991,1700000
5096935,2350000
7635003,3160000
12571966,2350000
1367358,1300000
2357982,2500000
6074177,1700000
22122008,2350000
21039512,3160000
2692940,3160000
10384082,1800000
1383020,3160000
21991964,1300000
1919811,2500000
7096511,1700000
7504820,3160000
16721232,2350000
16838866,1800000
1229370,1800000
20417594,2350000
21145169,1700000
23306911,2350000
18652022,3160000
7763061,1800000
7568390,1300000
18698212,3160000
6499470,1800000
17449783,2350000
6962350,1300000
6225492,1700000
7371930,1300000
5503148,1800000
1467904,3160000
2739943,1300000
7323907,1700000
6355074,1800000
13693406,1700000
1377445,3160000
5136601,3160000
6369562,2500000
9940915,1800000
1360700,1700000
4746311,1700000
1149446,3160000
7265490,1800000
760680,1800000
8253668,3160000
9316739,1800000
2094773,1300000
1853420,1300000
5611151,2350000
3168966,1300000
10909794,3160000
10423749,1300000
461985,2500000
2616386,1700000
7147042,1800000
1747657,1800000
7837224,1700000
23238185,1800000
7926001,2350000
8449219,1700000
18654045,1700000
7636797,1700000
9391721,1700000
16639310,1800000
23110701,2500000
17373545,2500000
2261903,1300000
5409916,2500000
2776849,1300000
13601351,1800000
14729720,1800000
14862505,2500000
2332997,1300000
5550652,3160000
5780764,1800000
10968794,3160000
15956227,1300000
14712055,1800000
10820351,2350000
8233516,1300000
10230179,1800000
6164790,2350000
9937756,1800000
8065249,1300000
2005684,2350000
10803111,2350000
7748248,2500000
5980345,1300000
10447500,2500000
19407513,2350000
3237893,3160000
1775967,1300000
9470636,1700000
14336326,1300000
3042137,2350000
12272888,3160000
3183565,3160000
9916484,2350000
18358117,3160000
605973,2500000
1088137,1800000
2994634,2350000
9073400,1300000
11990338,1300000
2265866,3160000
19414312,1700000
3108405,1300000
1288029,1300000
1318546,1800000
18148050,3160000
18678775,1800000
10020613,1800000
2682517,1800000
2482581,1800000
22086494,1700000
10351984,2350000
1385402,1800000
11088277,1700000
1502112,1300000
1957669,1300000
10998378,1700000
18677397,2350000
7186146,2500000
2036056,2350000
10479987,2500000
10941192,3160000
9994972,2350000
20758924,2500000
9274772,1800000
20742557,1300000
21585260,1700000
10198148,1700000
5235749,2500000
1471492,1800000
7037776,1700000
9798461,1700000
526056,1700000
23150917,1800000
7015173,2500000
8386777,1300000
884392,1800000
206898,1300000
10228390,1300000
2046135,3160000
1097565,1800000
20623858,3160000
16701232,2500000
16514000,1700000
10168232,3160000
6226565,1700000
19399077,2350000
16718318,2500000
12815649,1700000
10927622,1700000
16657653,2350000
18814016,1800000
7977794,2350000
1990308,2350000
5448490,1300000
2232949,1800000
23036135,3160000
17300398,1800000
11773179,1700000
21933508,1700000
18701515,1300000
1384950,2350000
1427816,2500000
16332225,1300000
2161202,2350000
6597210,3160000
809285,1700000
16446065,3160000
14086795,2350000
19466405,1300000
1560540,3160000
7306784,1700000
4784333,1700000
3218856,1700000
8020169,1300000
4688747,1800000
22132546,2500000
16522887,2500000
1618350,1700000
21649571,3160000
3325974,1800000
22181519,2350000
8204240,1700000
18674860,1700000
3086009,2350000
19453980,2350000
5612894,1800000
958218,1800000
14058221,2350000
2945974,3160000
7855065,1700000
3576119,1800000
2143004,1700000
9341376,1300000
10048771,2500000
7163510,2500000
12918901,1300000
3124488,1800000
3892669,1700000
14758645,2350000
9823320,2350000
22832942,3160000
10475515,1800000
8280144,2500000
571087,2350000
19092087,1700000
21324580,2350000
8065151,1800000
7918284,2350000
1439729,1700000
1506412,3160000
5727115,1700000
1518429,3160000
16328410,1800000
4899514,1800000
18604553,2350000
17654926,3160000
9788401,1300000
316615,2350000
208786,1800000
2286757,1300000
3314532,2500000
3332725,3160000
9103971,3160000
5949777,1800000
3007246,2350000
18638204,3160000
9342384,3160000
8513188,3160000
1824200,3160000
22053358,2500000
6763650,1800000
10223265,3160000
9469703,1800000
1892798,2350000
14804740,2350000
13811335,2350000
6049606,1800000
9273170,1800000
1616741,3160000
18053694,2350000
8453717,2500000
17861502,1800000
2891181,1700000
6362288,2350000
943742,1300000
8524792,1700000
19446024,3160000
6388203,2350000
14810092,2500000
9667883,1800000
10931461,1800000
2746318,2500000
2320706,2500000
7643442,1300000
1650471,2350000
15377818,1300000
1204004,1300000
999375,2500000
8502141,3160000
5784499,2350000
101708,3160000
8346578,3160000
2490049,2350000
4778654,2350000
8185775,2500000
10298697,1700000
6477547,2500000
221471,2350000
18472279,1300000
1349747,2350000
9857454,1700000
18712807,2350000
6710144,3160000
7038758,1300000
3741850,3160000
2498123,1700000
7912773,3160000
123915,3160000
2824078,1700000
2748664,2350000
22110313,1700000
9526526,1800000
4180628,1300000
9549681,3160000
18666341,2350000
7576175,1300000
9344956,1800000
14099099,1700000
3938406,1800000
8009618,1700000
10920264,2500000
22950834,1300000
12435119,1800000
1747662,1800000
18357760,1700000
12424008,1800000
22208272,1700000
2905870,1800000
6207896,3160000
2162852,1800000
22021993,2350000
11065974,3160000
8027767,2350000
43255,1700000
2681372,1300000
14812801,2500000
3558837,1300000
1825815,3160000
21961707,2500000
3199032,2500000
2782905,1700000
4436624,2350000
18507228,1800000
4627026,1300000
14762132,1800000
9959660,3160000
7396416,1700000
2371240,1700000
2670585,3160000
8033790,1700000
15815776,1300000
1854320,1700000
6324076,2350000
1774532,1300000
23215018,2500000
4783414,3160000
6287422,2350000
10194289,2350000
14592101,2500000
7058238,1800000
1166794,1300000
13698667,3160000
108306,3160000
19418628,1300000
14272130,1800000
4603431,2350000
8367011,1300000
18282070,2500000
161748,2350000
3571494,1700000
2089536,2350000
18683571,1800000
4355437,3160000
8635326,2500000
20849258,2350000
6739349,2500000
1138820,1300000
9958422,3160000
1479501,1800000
7977144,3160000
8153592,2500000
15693348,2500000
21979189,2350000
220042,2350000
10384557,3160000
3794593,1300000
2434737,2350000
13695182,1300000
14502477,2500000
15537635,2500000
10044923,1800000
9602049,2350000
8320663,1800000
4599414,2350000
14454004,1700000
1177205,2500000
14472616,2350000
945288,2500000
16316803,1300000
20775410,1800000
2527275,3160000
3805881,3160000
8012403,1700000
9620456,2350000
1370059,1800000
19371511,2350000
9334211,1700000
8044970,2500000
9328663,1700000
10846817,2350000
1028613,1700000
1624043,2500000
9912058,2500000
9676182,1800000
9509608,1300000
14787908,3160000
10313850,3160000
12824469,2500000
16800324,1300000
10333064,2500000
8315,1300000
21765080,2500000
5764705,1300000
12316359,1800000
2589638,2350000
3020544,1800000
14235191,2500000
21304808,2350000
2052655,1700000
14216370,3160000
10906139,3160000
10014484,1700000
10106069,3160000
7376339,1300000
9338290,1300000
4143004,1700000
7871511,1700000
3258490,1300000
423915,3160000
7998465,3160000
18653264,2350000
13730524,3160000
16349476,1300000
6276222,2350000
6317401,2500000
11005846,3160000
291771,3160000
18126682,1800000
5822708,1800000
18678338,2500000
1450785,2350000
6745907,1700000
16475345,1700000
20518167,2500000
2569988,2500000
10673737,2500000
16185411,2500000
14805451,2350000
6721254,1800000
5463648,1700000
1504228,3160000
7082713,2500000
2152613,3160000
9736830,1800000
6322792,1300000
16166958,1800000
21184514,2500000
3315979,1700000
2768104,2350000
7989587,3160000
14811626,1800000
9647325,1800000
6979160,1300000
19703895,1300000
7833538,1800000
18633087,2350000
1232400,1700000
10352870,1700000
2099581,1700000
3271552,3160000
18676583,2500000
8428673,1800000
21870809,3160000
3061320,2500000
9794995,2350000
3402225,1300000
9332162,1700000
2762539,2500000
2842820,2350000
8293399,1700000
6924066,1700000
21529302,3160000
14121390,3160000
2311609,1700000
4697918,3160000
3220739,2500000
4708227,2500000
22936597,2350000
4822617,3160000
13960056,1800000
22253879,2500000
16380245,2350000
5947016,2500000
6611792,1300000
23037579,2350000
1809037,1800000
1636801,3160000
8171223,3160000
2865514,3160000
1386651,2350000
22252487,3160000
3093086,2500000
18753804,1800000
6673085,3160000
10352554,2350000
18127145,1300000
1238114,1700000
6956119,2350000
20742047,2350000
9562183,2350000
6422568,1800000
2147036,3160000
10505300,1300000
3210002,1800000
5931761,2350000
3208044,1700000
7924174,3160000
10952115,2500000
2928440,2350000
1144539,2350000
1146089,2500000
17071543,1700000
6515429,2350000
23013758,1800000
3491012,2500000
10307747,2350000
3376627,1300000
17919821,3160000
22388,1700000
10053818,3160000
10482720,2500000
446699,1700000
15737327,2350000
10159663,3160000
2633630,1800000
2632704,1800000
7328102,3160000
17226406,1700000
3253523,1700000
10882698,2500000
22635929,3160000
7739468,2500000
16322046,1800000
1918954,2500000
3773234,2350000
9353325,1700000
17614850,2500000
9233555,2350000
6834810,1700000
2976067,2350000
5835146,2350000
5226976,3160000
19960899,1800000
5847505,1700000
7957294,1700000
2493921,2500000
17538047,1700000
3334698,1800000
6330397,3160000
53519,2350000
5965495,3160000
5346273,2350000
9499850,2500000
19426502,3160000
6811379,2500000
1522145,1700000
18730295,1700000
2562245,1300000
14352048,1300000
761835,2500000
20035850,1800000
9577596,3160000
25537,1800000
16137281,1800000
18353371,1300000
1127148,3160000
21915731,2350000
18688374,2500000
1158272,1800000
6474046,3160000
1767853,1300000
8121587,2350000
22166002,1700000
5893690,2350000
10440401,1300000
19465856,2350000
5968776,3160000
2113522,1800000
21962195,1800000
4769920,1700000
3830869,2500000
6219607,2350000
18461519,1800000
2782193,3160000
10494642,1800000
15347248,1800000
2719714,1700000
5879098,1800000
9767869,1300000
204283,3160000
3058596,2500000
7052402,2350000
3906918,2500000
19262249,2350000
15795973,3160000
3820021,2350000
9592199,3160000
3095030,1700000
3026325,2500000
4346808,1300000
10256829,3160000
2985886,2500000
1489217,1700000
15947893,2500000
8068443,1800000
7528585,1700000
829923,1300000
117189,2350000
9648819,2350000
1899572,2350000
1566399,1800000
18465836,1800000
14674231,2500000
2045415,2500000
1536950,2500000
10243780,1700000
777287,1800000
20808884,3160000
7998038,1700000
14977004,1700000
17715182,1800000
7490406,2350000
304923,2500000
17952476,1700000
6848998,2500000
5945200,1300000
2581234,3160000
6275936,2500000
19416269,1700000
1125353,3160000
4553818,3160000
8403536,1800000
2349178,1300000
10463698,3160000
3807299,1700000
1081627,3160000
2300419,1800000
19887500,1700000
8469615,3160000
1661455,1700000
6497618,1700000
4788649,1300000
14861956,1700000
10181748,1700000
3728910,2350000
8418953,3160000
4186807,1300000
3367767,1300000
13819782,1700000
6770441,3160000
14777610,2500000
6882075,1700000
22220383,1800000
7714080,1700000
920182,3160000
2674634,1800000
8032863,1300000
18466309,1800000
1398350,1300000
5709016,2350000
10322355,2500000
9475403,1700000
19969106,2500000
13385094,3160000
7078252,1300000
21967806,1700000
4164106,2500000
7853108,1800000
7162976,1300000
5732301,2500000
3254632,2350000
17627251,3160000
9733633,2350000
5603327,1700000
10044217,1700000
2359121,1800000
18605673,2350000
12409471,2350000
9709806,1800000
1796387,2500000
5823560,1800000
2684233,2350000
7998547,1700000
2090900,2500000
10058770,2350000
11982719,2350000
4365247,2500000
8065917,1700000
22023599,1800000
4215421,2350000
13130466,1700000
3049557,1700000
9603597,1800000
1155810,1700000
1565281,1300000
3415678,1700000
14045242,1300000
6802673,2350000
17548996,2500000
16362357,1700000
17733067,1700000
20747230,3160000
7488610,3160000
7883007,3160000
2586870,3160000
1726803,3160000
10225959,1700000
6033712,2500000
2432267,3160000
9603045,1300000
1537636,1700000
9386951,2500000
4698584,1300000
6444795,2500000
10413582,1300000
15411437,2350000
1992552,1700000
21961684,1300000
1834618,1300000
1502990,3160000
2421855,1800000
7669676,2350000
9827048,2500000
6687469,2500000
5817364,1800000
6617626,1800000
18363142,1800000
2850137,1700000
7781462,1300000
10706716,2500000
1824201,1700000
5606507,2350000
23100655,2350000
11883371,1300000
9786883,3160000
5902633,1800000
1075354,2500000
7297036,1800000
3100362,3160000
4913845,1300000
4841096,1300000
19375795,2500000
4562491,1800000
1882386,2500000
3301683,1700000
9278708,3160000
16148992,1800000
2978022,1700000
6579452,1300000
18034716,2500000
10937246,1300000
10140397,2500000
10968123,3160000
16983865,3160000
10147004,1800000
18701628,3160000
14808267,1800000
1735818,3160000
6878854,2350000
7921689,1300000
11233401,1800000
7511338,3160000
5454949,1800000
8218158,1700000
1245955,1300000
7532206,3160000
9904525,2500000
5509531,2500000
86603,1800000
6147345,2350000
7810050,1800000
1596715,2350000
2578958,1300000
16923890,3160000
1196432,1800000
18593786,1700000
10021076,1700000
9891784,2350000
3249614,1800000
360627,1800000
7025954,3160000
2820341,1800000
